mesh_id,label,tree_numbers,tree_categories,n_articles,annotation,scope_note,chunk_number,sorted_tree_categories,first_tree_category
D019339,Port-Wine Stain,"['C16.131.831.675', 'C17.800.804.675']","['C16', 'C17']",5176,"distinguish fromHEMANGIOMA, CAPILLARY","A vascular malformation of developmental origin characterized pathologically by ectasia of superficial dermal capillaries, and clinically by persistent macular erythema. In the past, port wine stains have frequently been termed capillary hemangiomas, which they are not; unfortunately this confusing practice persists:HEMANGIOMA, CAPILLARYis neoplastic, a port-wine stain is non-neoplastic. Port-wine stains vary in color from fairly pale pink to deep red or purple and in size from a few millimeters to many centimeters in diameter. The face is the most frequently affected site and they are most often unilateral. (From Rook et al., Textbook of Dermatology, 5th ed, p483)",3,"['C17', 'C16']",C17
D011038,Rothmund-Thomson Syndrome,"['C16.131.831.775', 'C16.320.850.765', 'C16.614.760', 'C17.800.804.775', 'C17.800.827.775', 'C18.452.284.760']","['C16', 'C17', 'C18']",2676,,"An autosomal recessive syndrome occurring principally in females, characterized by the presence of reticulated, atrophic, hyperpigmented, telangiectatic cutaneous plaques, often accompanied by juvenile cataracts, saddle nose, congenital bone defects, disturbances in the growth ofHAIR;NAILS; andTEETH; andHYPOGONADISM.",3,"['C16', 'C17', 'C18']",C16
D016116,Piebaldism,"['C16.320.290.040.600', 'C16.320.565.100.102.600', 'C16.320.850.080.600', 'C17.800.621.440.102.600', 'C17.800.827.080.600', 'C18.452.648.100.102.600']","['C16', 'C17', 'C18']",1062,,"Autosomal dominant, congenital disorder characterized by localized hypomelanosis of the skin and hair. The most familiar feature is a white forelock presenting in 80 to 90 percent of the patients. The underlying defect is possibly related to the differentiation and migration of melanoblasts, as well as to defective development of the neural crest (neurocristopathy). Piebaldism may be closely related toWAARDENBURG SYNDROME.",3,"['C16', 'C18', 'C17']",C16
D000071070,Familial Multiple Lipomatosis,"['C16.320.298', 'C17.800.463.375', 'C18.452.584.718.625']","['C16', 'C17', 'C18']",788,,"A rare autosomal disorder characterized by numerous encapsulated lipomas on the trunk and extremities. The lipomas are usually not painful but can cause pain when growing. In rare cases, one lipoma can become painful and progress to multiple painful lipomas; it is then referred to as Dercum's Disease Type III",3,"['C17', 'C18', 'C16']",C17
D053632,X-Linked Combined Immunodeficiency Diseases,"['C16.320.322.968', 'C16.320.798.750.500', 'C16.614.815.500', 'C20.673.795.750.500']","['C16', 'C20']",53817,,Forms of combined immunodeficiency caused by mutations in the gene forINTERLEUKIN RECEPTOR COMMON GAMMA SUBUNIT. Both severe and non-severe subtypes of the disease have been identified.,3,"['C20', 'C16']",C20
D056587,Cryopyrin-Associated Periodic Syndromes,"['C16.320.382.500', 'C17.800.827.368.500', 'C17.800.862.945.533.500.500', 'C17.800.862.945.766.500', 'C20.543.480.904.533.500.500', 'C20.543.480.904.766.500', 'C23.550.291.500.360.500.500']","['C16', 'C17', 'C20', 'C23']",5816,,"A group of rare autosomal dominant diseases, commonly characterized by atypicalURTICARIA(hives) with systemic symptoms that develop into end-organ damage. The atypical hives do not involve T-cell or autoantibody. Cryopyrin-associated periodic syndrome includes three previously distinct disorders: Familial cold autoinflammatory syndrome; Muckle-Wells Syndrome; andCINCASyndrome, that are now considered to represent a disease continuum, all caused byNLRP3 PROTEINmutations.",3,"['C23', 'C20', 'C17', 'C16']",C23
D010505,Familial Mediterranean Fever,['C16.320.382.625'],['C16'],13312,a specific disease entity: do not use entry termPERIODIC DISEASEfor periodically occurring disease (=PERIODICITY(IM) + disease (IM)),"A group ofHEREDITARY AUTOINFLAMMATION DISEASES, characterized by recurrent fever, abdominal pain, headache, rash,PLEURISY; and ARTHRITIS. ORCHITIS; benignMENINGITIS; andAMYLOIDOSISmay also occur. Homozygous or compound heterozygous mutations in marenostrin gene encodingPYRINresult in autosomal recessive transmission; simple heterozygous, autosomal dominant form of the disease also exists with mutations in the same gene.",3,['C16'],C16
D053306,Hyper-IgM Immunodeficiency Syndrome,['C16.320.413'],['C16'],2736,,A rare inherited immunodeficiency syndrome characterized by normal or elevated serumIMMUNOGLOBULIN Mlevels with absence ofIMMUNOGLOBULIN G;IMMUNOGLOBULIN A; andIMMUNOGLOBULIN E. It results in a profound susceptibility toBACTERIAL INFECTIONSand an increased susceptibility toOPPORTUNISTIC INFECTIONS. Several subtypes of hyper-IgM immunodeficiency syndrome exist depending upon the location of genetic mutation.,3,"['C20', 'C15', 'C16']",C20
D052496,"Lipodystrophy, Familial Partial","['C16.320.488.813', 'C17.800.849.391.700', 'C18.452.584.563.798', 'C18.452.584.625.700', 'C18.452.880.391.700']","['C16', 'C17', 'C18']",2144,,"Inherited conditions characterized by the partial loss ofADIPOSE TISSUE, either confined to the extremities with normal or increased fat deposits on the face, neck and trunk (type 1), or confined to the loss ofSUBCUTANEOUS FATfrom the limbs and trunk (type 2). Type 3 is associated with mutation in the gene encodingPEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA.",3,"['C18', 'C16', 'C17']",C18
D011371,Progeria,"['C16.320.488.875', 'C16.320.565.753', 'C18.452.648.753']","['C16', 'C18']",5529,,"An abnormal congenital condition, associated with defects in theLAMIN TYPE Agene, which is characterized by premature aging in children, where all the changes of cell senescence occur. It is manifested by premature graying; hair loss; hearing loss (DEAFNESS); cataracts (CATARACT);ARTHRITIS;OSTEOPOROSIS;DIABETES MELLITUS; atrophy of subcutaneous fat; skeletal hypoplasia; elevated urinaryHYALURONIC ACID; and acceleratedATHEROSCLEROSIS. Many affected individuals develop malignant tumors, especiallySARCOMA.",3,"['C16', 'C18']",C16
D000474,Alkaptonuria,"['C16.320.565.100.187', 'C18.452.648.100.187']","['C16', 'C18']",1796,,"An inborn error of amino acid metabolism resulting from a defect in the enzymeHOMOGENTISATE 1,2-DIOXYGENASE, an enzyme involved in the breakdown ofPHENYLALANINEandTYROSINE. It is characterized by accumulation ofHOMOGENTISIC ACIDin the urine,OCHRONOSISin various tissues, andARTHRITIS.",3,"['C16', 'C18']",C16
D054069,Multiple Acyl Coenzyme A Dehydrogenase Deficiency,"['C16.320.565.100.614', 'C18.452.648.100.614', 'C18.452.660.612']","['C16', 'C18']",3606,,"An autosomal recessive disorder of fatty acid oxidation, and branched chain amino acids (AMINO ACIDS, BRANCHED-CHAIN);LYSINE; andCHOLINEcatabolism, that is due to defects in either subunit ofELECTRON TRANSFER FLAVOPROTEINor its dehydrogenase, electron transfer flavoprotein-ubiquinone oxidoreductase (EC 1.5.5.1).",3,"['C18', 'C16']",C18
D028921,Biotinidase Deficiency,"['C16.320.565.100.620.100', 'C16.320.565.202.720.100', 'C18.452.648.100.620.100', 'C18.452.648.202.720.100']","['C16', 'C18']",1183,,"The late onset form ofMULTIPLE CARBOXYLASE DEFICIENCY(deficiency of the activities of biotin-dependent enzymes propionyl-CoA carboxylase, methylcrotonyl-CoA carboxylase, andPYRUVATE CARBOXYLASE) due to a defect or deficiency in biotinidase which is essential for recyclingBIOTIN.",3,"['C16', 'C18']",C16
D056693,Propionic Acidemia,"['C16.320.565.100.823', 'C18.452.648.100.823']","['C16', 'C18']",2381,,"Autosomal recessive metabolic disorder caused by mutations inPROPIONYL-COA CARBOXYLASEgenes that result in dysfunction of branch chain amino acids and of the metabolism of certain fatty acids. Neonatal clinical onset is characterized by severe metabolic acidemia accompanied by hyperammonemia,HYPERGLYCEMIA, lethargy, vomiting,HYPOTONIA; andHEPATOMEGALY. Survivors of the neonatal onset propionic acidemia often show developmental retardation, and intolerance to dietary proteins. Late-onset form of the disease shows mild mental and/or developmental retardation, sometimes without metabolic acidemia.",3,"['C16', 'C18']",C16
D018981,Congenital Disorders of Glycosylation,"['C16.320.565.202.125', 'C18.452.648.202.125']","['C16', 'C18']",4096,,A genetically heterogeneous group of heritable disorders resulting from defects in protein N-glycosylation.,3,"['C18', 'C16']",C18
D005633,Fructose Intolerance,"['C16.320.565.202.251.271', 'C18.452.648.202.251.271']","['C16', 'C18']",3932,"an inborn error of fructose metab; do not use/‌congen& do not coord withINFANT, NEWBORN, DISEASES","An autosomal recessive fructose metabolism disorder due to deficient fructose-1-phosphate aldolase (EC 2.1.2.13) activity, resulting in accumulation of fructose-1-phosphate. The accumulated fructose-1-phosphate inhibits glycogenolysis and gluconeogenesis, causing severe hypoglycemia following ingestion of fructose. Prolonged fructose ingestion in infants leads ultimately to hepatic failure and death. Patients develop a strong distaste for sweet food, and avoid a chronic course of the disease by remaining on a fructose- and sucrose-free diet.",3,"['C18', 'C16']",C18
D005955,Glucosephosphate Dehydrogenase Deficiency,"['C16.320.565.202.402', 'C18.452.648.202.402']","['C16', 'C18']",27998,,"A disease-producing enzyme deficiency subject to many variants, some of which cause a deficiency ofGLUCOSE-6-PHOSPHATE DEHYDROGENASEactivity in erythrocytes, leading to hemolytic anemia.",3,"['C18', 'C16', 'C15']",C18
D005953,Glycogen Storage Disease Type I,"['C16.320.565.202.449.448', 'C18.452.648.202.449.448']","['C16', 'C18']",2164,"do not use/‌congen& do not coord withINFANT, NEWBORN, DISEASES","An autosomal recessive disease in which gene expression of glucose-6-phosphatase is absent, resulting in hypoglycemia due to lack of glucose production. Accumulation of glycogen in liver and kidney leads to organomegaly, particularly massive hepatomegaly. Increased concentrations of lactic acid and hyperlipidemia appear in the plasma. Clinical gout often appears in early childhood.",3,"['C18', 'C16']",C18
D006010,Glycogen Storage Disease Type III,"['C16.320.565.202.449.520', 'C18.452.648.202.449.520']","['C16', 'C18']",1338,"do not use/‌congen& do not coord withINFANT, NEWBORN, DISEASES","An autosomal recessive metabolic disorder due to deficient expression of amylo-1,6-glucosidase (one part of the glycogen debranching enzyme system). The clinical course of the disease is similar to that of glycogen storage disease type I, but milder. Massive hepatomegaly, which is present in young children, diminishes and occasionally disappears with age. Levels of glycogen with short outer branches are elevated in muscle, liver, and erythrocytes. Six subgroups have been identified, with subgroups Type IIIa and Type IIIb being the most prevalent.",3,"['C16', 'C18']",C16
D006011,Glycogen Storage Disease Type IV,"['C16.320.565.202.449.540', 'C18.452.648.202.449.540']","['C16', 'C18']",56617,"do not confuse withANDERSEN SYNDROME, a potassium-sensitive familial periodic paralysis","An autosomal recessive metabolic disorder due to a deficiency in expression of glycogen branching enzyme 1 (alpha-1,4-glucan-6-alpha-glucosyltransferase), resulting in an accumulation of abnormalGLYCOGENwith long outer branches. Clinical features areMUSCLE HYPOTONIAandCIRRHOSIS. Death from liver disease usually occurs before age 2.",3,"['C16', 'C18']",C16
D006012,Glycogen Storage Disease Type V,"['C16.320.565.202.449.560', 'C18.452.648.202.449.560']","['C16', 'C18']",1565,"do not use/‌congen& do not coord withINFANT, NEWBORN, DISEASES",Glycogenosis due to muscle phosphorylase deficiency. Characterized by painful cramps following sustained exercise.,3,"['C18', 'C16']",C18
D006013,Glycogen Storage Disease Type VI,"['C16.320.565.202.449.580', 'C18.452.648.202.449.580']","['C16', 'C18']",1164,,"A hepaticGLYCOGEN STORAGE DISEASEin which there is an apparent deficiency of hepatic phosphorylase (GLYCOGEN PHOSPHORYLASE, LIVER FORM) activity.",3,"['C18', 'C16']",C18
D008363,alpha-Mannosidosis,"['C16.320.565.202.607.500', 'C16.320.565.595.577.500', 'C18.452.648.202.607.500', 'C18.452.648.595.577.500']","['C16', 'C18']",732,,"An inborn error of metabolism marked by a defect in the lysosomal isoform ofALPHA-MANNOSIDASEactivity that results in lysosomal accumulation of mannose-rich intermediate metabolites. Virtually all patients have psychomotor retardation, facial coarsening, and some degree of dysostosis multiplex. It is thought to be an autosomal recessive disorder.",3,"['C16', 'C18']",C16
D008059,Mucopolysaccharidosis I,"['C16.320.565.202.715.640', 'C16.320.565.595.600.640', 'C17.300.550.575.640', 'C18.452.648.202.715.640', 'C18.452.648.595.600.640']","['C16', 'C17', 'C18']",6287,,"A group of autosomal recessive lysosomal storage disorders caused by mutations in the gene encoding the enzyme, alpha-L-iduronidase (IDUA), required for the degradation of heparan and dermatan sulfates. This leads to abnormal accumulation of these glycosaminoglycans in various tissues causing a wide range of clinical presentations including cognitive and musculoskeletal disorders.",3,"['C16', 'C18', 'C17']",C16
D009084,Mucopolysaccharidosis III,"['C16.320.565.202.715.650', 'C16.320.565.595.600.650', 'C17.300.550.575.650', 'C18.452.648.202.715.650', 'C18.452.648.595.600.650']","['C16', 'C17', 'C18']",12980,,"Mucopolysaccharidosis characterized by heparitin sulfate in the urine, progressive mental retardation, mild dwarfism, and other skeletal disorders. There are four clinically indistinguishable but biochemically distinct forms, each due to a deficiency of a different enzyme.",3,"['C16', 'C18', 'C17']",C16
D009085,Mucopolysaccharidosis IV,"['C16.320.565.202.715.655', 'C16.320.565.595.600.655', 'C17.300.550.575.655', 'C18.452.648.202.715.655', 'C18.452.648.595.600.655']","['C16', 'C17', 'C18']",4177,,"Genetic disorder of mucopolysaccharide metabolism characterized by skeletal abnormalities, joint instability, development of cervical myelopathy, and excessive urinary keratan sulfate. There are two biochemically distinct forms, each due to a deficiency of a different enzyme.",3,"['C16', 'C18', 'C17']",C16
D009087,Mucopolysaccharidosis VI,"['C16.320.565.202.715.670', 'C16.320.565.595.600.670', 'C17.300.550.575.670', 'C18.452.648.202.715.670', 'C18.452.648.595.600.670']","['C16', 'C17', 'C18']",1539,,"Mucopolysaccharidosis with excessiveCHONDROITIN SULFATE Bin urine, characterized by dwarfism and deafness. It is caused by a deficiency ofN-ACETYLGALACTOSAMINE-4-SULFATASE(arylsulfatase B).",3,"['C16', 'C18', 'C17']",C16
D016538,Mucopolysaccharidosis VII,"['C16.320.565.202.715.675', 'C16.320.565.595.600.675', 'C17.300.550.575.675', 'C18.452.648.202.715.675', 'C18.452.648.595.600.675']","['C16', 'C17', 'C18']",1151,,Mucopolysaccharidosis characterized by excessive dermatan and heparan sulfates in the urine and Hurler-like features. It is caused by a deficiency of beta-glucuronidase.,3,"['C16', 'C18', 'C17']",C16
D030401,Cytochrome-c Oxidase Deficiency,"['C16.320.565.240', 'C18.452.660.195']","['C16', 'C18']",9770,,"A disease that results from a congenital defect inELECTRON TRANSPORT COMPLEX IV. Defects inELECTRON TRANSPORT COMPLEX IVcan be caused by mutations in the SURF1, SCO2, COX10, or SCO1 genes.ELECTRON TRANSPORT COMPLEX IVdeficiency caused by mutation in SURF1 manifests itself asLEIGH DISEASE; that caused by mutation in SCO2 as fatal infantile cardioencephalomyopathy; that caused by mutation in COX10 as tubulopathy and leukodystrophy; and that caused by mutation in SCO1 as early-onset hepatic failure and neurologic disorder. (from Online Mendelian Inheritance in Man, http://www.ncbi.nlm.nih.gov/Omim, MIM#220110, May 17, 2001)",3,"['C18', 'C16']",C18
D003414,Crigler-Najjar Syndrome,"['C16.320.565.300.281', 'C18.452.648.300.281']","['C16', 'C18']",1448,,A familial form of congenital hyperbilirubinemia transmitted as an autosomal recessive trait. It is characterized by icterus and brain damage caused by a glucuronyl transferase deficiency in the liver and faulty bilirubin conjugation.,3,"['C16', 'C18']",C16
D005878,Gilbert Disease,"['C16.320.565.300.528', 'C18.452.648.300.528']","['C16', 'C18']",11141,,"A benign familial disorder, transmitted as an autosomal dominant trait. It is characterized by low-grade chronic hyperbilirubinemia with considerable daily fluctuations of the bilirubin level.",3,"['C16', 'C18']",C16
D007566,"Jaundice, Chronic Idiopathic","['C16.320.565.300.764', 'C16.614.451.500.250', 'C18.452.648.300.764', 'C23.550.291.500.479']","['C16', 'C18', 'C23']",1336,,"A benign, autosomally recessive inherited hyperbilirubinemia characterized by the presence of a dark pigment in the centrilobular region of the liver cells. There is a functional defect in biliary excretion of bilirubin, cholephilic dyes, and porphyrins. Affected persons may be asymptomatic or have vague constitutional or gastrointestinal symptoms. The liver may be slightly enlarged, and oral and intravenous cholangiography fails to visualize the biliary tract.",3,"['C18', 'C16', 'C23']",C18
D006950,"Hyperlipidemia, Familial Combined","['C16.320.565.398.450', 'C18.452.584.500.500.438', 'C18.452.584.563.450', 'C18.452.648.398.450']","['C16', 'C18']",1992,,"A type of familial lipid metabolism disorder characterized by a variable pattern of elevated plasmaCHOLESTEROLand/orTRIGLYCERIDES. Multiple genes on different chromosomes may be involved, such as the major late transcription factor (UPSTREAM STIMULATORY FACTORS) onCHROMOSOME 1.",3,"['C18', 'C16']",C18
D008072,Hyperlipoproteinemia Type I,"['C16.320.565.398.465', 'C18.452.584.500.500.644.237', 'C18.452.584.563.465', 'C18.452.648.398.465']","['C16', 'C18']",3730,,An inherited condition due to a deficiency of eitherLIPOPROTEIN LIPASEorAPOLIPOPROTEIN C-II(a lipase-activating protein). The lack of lipase activities results in inability to removeCHYLOMICRONSandTRIGLYCERIDESfrom the blood which has a creamy top layer after standing.,3,"['C18', 'C16']",C18
D000090542,Homozygous Familial Hypercholesterolemia,"['C16.320.565.398.481.500', 'C18.452.584.500.500.644.475.500', 'C18.452.584.563.481.500', 'C18.452.648.398.481.500']","['C16', 'C18']",1157,,"A rare inherited genetic disorder, one form ofHYPERLIPOPROTEINEMIA TYPE II, characterized by high level ofLOW-DENSITY LIPOPROTEIN(LDL) which if not treated could elevate the chance of heart attack at an early age.",3,"['C18', 'C16']",C18
D006952,Hyperlipoproteinemia Type III,"['C16.320.565.398.483', 'C18.452.584.500.500.644.485', 'C18.452.584.563.483', 'C18.452.648.398.483']","['C16', 'C18']",2867,,"An autosomal recessively inherited disorder characterized by the accumulation of intermediate-density lipoprotein (IDL or broad-beta-lipoprotein). IDL has aCHOLESTEROLtoTRIGLYCERIDESratio greater than that ofVERY-LOW-DENSITY LIPOPROTEINS. This disorder is due to mutation ofAPOLIPOPROTEINS E, a receptor-binding component of VLDL andCHYLOMICRONS, resulting in their reduced clearance and high plasma levels of both cholesterol and triglycerides.",3,"['C18', 'C16']",C18
D006953,Hyperlipoproteinemia Type IV,"['C16.320.565.398.487', 'C18.452.584.500.500.644.490', 'C18.452.584.500.500.851.500', 'C18.452.584.563.487', 'C18.452.648.398.487']","['C16', 'C18']",1512,,"A hypertriglyceridemia disorder, often with autosomal dominant inheritance. It is characterized by the persistent elevations of plasmaTRIGLYCERIDES, endogenously synthesized and contained predominantly inVERY-LOW-DENSITY LIPOPROTEINS(pre-beta lipoproteins). In contrast, the plasmaCHOLESTEROLandPHOSPHOLIPIDSusually remain within normal limits.",3,"['C18', 'C16']",C18
D007863,Lecithin Cholesterol Acyltransferase Deficiency,"['C16.320.565.398.500.330.500', 'C18.452.584.500.875.330.500', 'C18.452.584.563.500.330.500', 'C18.452.648.398.500.330.500']","['C16', 'C18']",1667,,"An autosomal recessive disorder of lipoprotein metabolism caused by mutation ofLECITHIN CHOLESTEROL ACYLTRANSFERASEgene. It is characterized by low HDL-cholesterol levels, and the triad ofCORNEAL OPACITIES;HEMOLYTIC ANEMIA; andPROTEINURIAwith renal failure.",3,"['C18', 'C16']",C18
D000012,Abetalipoproteinemia,"['C16.320.565.398.500.440.500', 'C18.452.584.500.875.440.500', 'C18.452.584.563.500.440.500', 'C18.452.648.398.500.440.500']","['C16', 'C18']",2422,,"An autosomal recessive disorder of lipid metabolism. It is caused by mutation of the microsomal triglyceride transfer protein that catalyzes the transport of lipids (TRIGLYCERIDES;CHOLESTEROL ESTERS;PHOSPHOLIPIDS) and is required in the secretion ofBETA-LIPOPROTEINS(low density lipoproteins or LDL). Features include defective intestinal lipid absorption, very low serum cholesterol level, and near absent LDL.",3,"['C18', 'C16']",C18
D015223,Wolman Disease,"['C16.320.565.398.641.201.500', 'C16.320.565.595.201.500', 'C16.614.947', 'C18.452.584.563.641.201.500', 'C18.452.648.398.641.201.500', 'C18.452.648.595.201.500']","['C16', 'C18']",2077,,"The severe infantile form of inherited lysosomal lipid storage diseases due to deficiency of acid lipase (STEROL ESTERASE). It is characterized by the accumulation of neutral lipids, particularlyCHOLESTEROL ESTERSin leukocytes, fibroblasts, and hepatocytes. It is also known as Wolman's xanthomatosis and is an allelic variant ofCHOLESTEROL ESTER STORAGE DISEASE.",3,"['C18', 'C16']",C18
D052497,"Lipodystrophy, Congenital Generalized","['C16.320.565.398.745', 'C17.800.849.391.550', 'C18.452.584.563.745', 'C18.452.584.625.550', 'C18.452.648.398.745', 'C18.452.880.391.550']","['C16', 'C17', 'C18']",1076,,"Congenital disorders, usually autosomal recessive, characterized by severe generalized lack ofADIPOSE TISSUE, extremeINSULIN RESISTANCE, andHYPERTRIGLYCERIDEMIA.",3,"['C18', 'C16', 'C17']",C18
D019294,"Xanthomatosis, Cerebrotendinous","['C16.320.565.398.925', 'C18.452.584.563.925', 'C18.452.584.750.975', 'C18.452.648.398.925']","['C16', 'C18']",4463,,"An autosomal recessive lipid storage disorder due to mutation of the gene CYP27A1 encoding aCHOLESTANETRIOL 26-MONOOXYGENASE. It is characterized by large deposits ofCHOLESTEROLandCHOLESTANOLin various tissues resulting in xanthomatous swelling of tendons, earlyCATARACT, and progressive neurological symptoms.",3,"['C18', 'C16']",C18
D054880,Aspartylglucosaminuria,"['C16.320.565.595.100', 'C18.452.648.595.100']","['C16', 'C18']",835,,"A recessively inherited, progressive lysosomal storage disease caused by a deficiency ofGLYCOSYLASPARAGINASEactivity. The lack of this enzyme activity results in the accumulation of N-acetylglucosaminylasparagine (the linkage unit of asparagine-linked glycoproteins) inLYSOSOMES.",3,"['C16', 'C18']",C16
D003554,Cystinosis,"['C16.320.565.595.377', 'C18.452.648.595.377']","['C16', 'C18']",4475,,"A metabolic disease characterized by the defective transport ofCYSTINEacross the lysosomal membrane due to mutation of a membrane protein cystinosin. This results in cystine accumulation and crystallization in the cells causing widespread tissue damage. In theKIDNEY, nephropathic cystinosis is a common cause ofRENAL FANCONI SYNDROME.",3,"['C16', 'C18']",C16
D006432,Hemochromatosis,"['C16.320.565.618.337', 'C18.452.565.500.480', 'C18.452.648.618.337']","['C16', 'C18']",32390,accumulation of hemosiderin in tissue,"A disorder of iron metabolism characterized by a triad ofHEMOSIDEROSIS;LIVER CIRRHOSIS; andDIABETES MELLITUS. It is caused by massive iron deposits in parenchymal cells that may develop after a prolonged increase of iron absorption. (Jablonski's Dictionary of Syndromes & Eponymic Diseases, 2d ed)",3,"['C18', 'C16']",C18
D007014,Hypophosphatasia,"['C16.320.565.618.482', 'C18.452.648.618.482']","['C16', 'C18']",2154,"defic of blood phosphatases; do not use/‌congen& do not coord withINFANT, NEWBORN, DISEASES","A genetic metabolic disorder resulting from serum and bone alkaline phosphatase deficiency leading to hypercalcemia, ethanolamine phosphatemia, and ethanolamine phosphaturia. Clinical manifestations include severe skeletal defects resembling vitamin D-resistant rickets, failure of the calvarium to calcify, dyspnea, cyanosis, vomiting, constipation, renal calcinosis, failure to thrive, disorders of movement, beading of the costochondral junction, and rachitic bone changes. (From Dorland, 27th ed)",3,"['C16', 'C18']",C16
D054067,Dihydropyrimidine Dehydrogenase Deficiency,"['C16.320.565.798.183', 'C18.452.648.798.183']","['C16', 'C18']",1513,,An autosomal recessive disorder affectingDIHYDROPYRIMIDINE DEHYDROGENASEand causing familial pyrimidinemia. It is characterized by thymine-uraciluria in homozygous deficient patients. Even a partial deficiency in the enzyme leaves individuals at risk for developing severe 5-FLUOROURACIL-associated toxicity.,3,"['C18', 'C16']",C18
D015499,"Renal Tubular Transport, Inborn Errors","['C16.320.565.893', 'C18.452.648.893']","['C16', 'C18']",5631,general or unspecified; prefer specifics; coordinate with specific metabolite/‌metab,Genetic defects in the selective or non-selective transport functions of theKIDNEY TUBULES.,3,"['C12', 'C16', 'C18']",C12
D010009,Osteochondrodysplasias,['C16.320.728'],['C16'],16018,,Abnormal development of cartilage and bone.,3,"['C05', 'C16']",C05
D054179,"Angioedemas, Hereditary","['C16.320.798.500.500', 'C20.673.795.500.500']","['C16', 'C20']",11687,note specific types are available,Inherited disorders that are characterized by subcutaneous and submucosalEDEMAin the upperRESPIRATORY TRACTandGASTROINTESTINAL TRACT.,3,"['C17', 'C20', 'C16', 'C14']",C17
D003483,Cutis Laxa,"['C16.320.850.180', 'C17.300.230', 'C17.800.827.180']","['C16', 'C17']",1894,"do not confuse withANETODERMA;CUTIS LAXAis mostly a genetic disease: both are described as ""loose skin""","A group of connective tissue diseases in which skin hangs in loose pendulous folds. It is believed to be associated with decreased elastic tissue formation as well as an abnormality in elastin formation. Cutis laxa is usually a genetic disease, but acquired cases have been reported. (From Dorland, 27th ed)",3,"['C17', 'C16']",C17
D007644,Darier Disease,"['C16.320.850.190', 'C17.800.428.275', 'C17.800.827.190']","['C16', 'C17']",3388,,"An autosomal dominantly inherited skin disorder characterized by warty malodorous papules that coalesce into plaques. It is caused by mutations in the ATP2A2 gene encoding SERCA2 protein, one of theSARCOPLASMIC RETICULUM CALCIUM-TRANSPORTING ATPASES. The condition is similar, clinically and histologically, toBENIGN FAMILIAL PEMPHIGUS, another autosomal dominant skin disorder. Both diseases have defective calcium pumps (CALCIUM-TRANSPORTING ATPASES) and unstable desmosomal adhesion junctions (DESMOSOMES) betweenKERATINOCYTES.",3,"['C16', 'C17']",C16
D003876,"Dermatitis, Atopic","['C16.320.850.210', 'C17.800.174.193', 'C17.800.815.193', 'C17.800.827.210', 'C20.543.480.343']","['C16', 'C17', 'C20']",60197,a type of immediate hypersensitivity,"A chronic inflammatory genetically determined disease of the skin marked by increased ability to form reagin (IgE), with increased susceptibility to allergic rhinitis and asthma, and hereditary disposition to a lowered threshold for pruritus. It is manifested by lichenification, excoriation, and crusting, mainly on the flexural surfaces of the elbow and knee. In infants it is known as infantile eczema.",3,"['C17', 'C20', 'C16']",C17
D056266,Erythrokeratodermia Variabilis,"['C16.320.850.337', 'C17.800.229.606', 'C17.800.428.304', 'C17.800.827.337']","['C16', 'C17']",858,,An autosomal dominant skin disease characterized by transient and variable noninflammatoryERYTHEMAand hyperkeratosis. It has been associated with mutations in the genes that code forCONNEXINS. Erythrokeratodermia variabilis inherited in an autosomal recessive fashion has also been reported. Affected individuals often developPALMOPLANTAR KERATODERMA.,3,"['C17', 'C16']",C17
D057770,Hyaline Fibromatosis Syndrome,"['C16.320.850.368', 'C17.800.827.384']","['C16', 'C17']",3228,do not confuse entry termINFANTILE SYSTEMIC HYALINOSISwithHYALINE MEMBRANE DISEASE,"Autosomal recessive disorder characterized byHYALINEdeposition in the skin, bone, gastrointestinal tract, muscles and glands; multiple subcutaneous skin nodules;GINGIVAL HYPERTROPHY; and jointCONTRACTURES. Mutations in the capillary morphogenesis protein-2 are associated with the disorder.",3,"['C16', 'C17']",C16
D010214,Papillon-Lefevre Disease,"['C16.320.850.475.600', 'C17.800.428.435.600', 'C17.800.827.475.600']","['C16', 'C17']",2086,,"Rare, autosomal recessive disorder occurring between the first and fifth years of life. It is characterized by palmoplantar keratoderma with periodontitis followed by the premature shedding of both deciduous and permanent teeth. Mutations in the gene forCATHEPSIN Chave been associated with this disease.",3,"['C17', 'C16']",C17
D016506,"Pemphigus, Benign Familial","['C16.320.850.700', 'C17.800.827.700', 'C17.800.865.858']","['C16', 'C17']",2004,,"An autosomal dominantly inherited skin disorder characterized by recurrent eruptions of vesicles andBULLAEmainly on the neck, axillae, and groin. Mutations in the ATP2C1 gene (encoding the secretory pathway Ca2++/Mn2++ ATPase 1 (SPCA1)) cause this disease. It is clinically and histologically similar toDARIER DISEASE- both have abnormal, unstableDESMOSOMESbetweenKERATINOCYTESand defectiveCALCIUM-TRANSPORTING ATPASES. It is unrelated toPEMPHIGUS VULGARISthough it closely resembles that disease.",3,"['C17', 'C16']",C17
